pay_type,paperless_billing,payment_method,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target,type_serves,lifetime,renewals_count,months_until_payment,monthly_diff_percent,num_options
Two year,Yes,Credit card (automatic),25.15,679.05,No,No,No,No,No,No,Male,0,Yes,No,Yes,1,phone,761,1,23,7.99,1
Month-to-month,No,Credit card (automatic),21.05,181.87,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,245,8,0,7.98,0
Month-to-month,No,Credit card (automatic),70.55,1481.55,No,No,No,No,No,No,Male,0,No,No,No,0,combo_optic,610,20,0,5.0,0
Two year,No,Mailed check,19.55,840.65,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1310,1,5,0.0,0
Month-to-month,Yes,Credit card (automatic),35.65,606.05,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,0,internet_dsl,518,17,0,0.0,2
Month-to-month,No,Mailed check,19.6,744.8,No,No,No,No,No,No,Female,0,Yes,Yes,No,1,phone,1156,38,0,0.0,0
Month-to-month,No,Mailed check,19.5,39.0,No,No,No,No,No,No,Female,0,No,No,No,0,phone,62,2,0,0.0,0
Two year,No,Credit card (automatic),19.9,258.7,No,No,No,No,No,No,Female,0,Yes,Yes,No,1,phone,396,0,11,0.0,0
Two year,Yes,Bank transfer (automatic),108.65,7822.8,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0,combo_optic,2191,3,0,0.0,6
Month-to-month,No,Mailed check,19.65,353.7,No,No,No,No,No,No,Female,0,No,No,No,0,phone,549,18,0,0.0,0
One year,Yes,Credit card (automatic),105.4,5270.0,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,1,combo_optic,1523,4,10,0.0,6
Month-to-month,Yes,Mailed check,109.6,6137.6,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1706,56,0,0.0,6
Month-to-month,Yes,Mailed check,69.9,349.5,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,combo_optic,153,5,0,0.0,0
Two year,Yes,Mailed check,92.15,6358.35,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,0,combo_optic,2102,2,3,0.0,3
One year,No,Credit card (automatic),19.85,21.44,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,31,0,11,8.01,0
Month-to-month,No,Mailed check,20.15,61.05,No,No,No,No,No,No,Male,0,No,No,No,0,phone,92,3,0,0.99,0
One year,No,Electronic check,19.9,507.45,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,761,2,11,2.01,0
Month-to-month,Yes,Electronic check,85.05,267.91,No,No,No,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,92,3,0,5.0,2
Two year,No,Bank transfer (automatic),25.7,1413.5,No,No,No,No,No,No,Male,0,Yes,No,Yes,0,phone,1676,2,17,0.0,1
Month-to-month,Yes,Bank transfer (automatic),108.25,6024.11,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0,combo_optic,1614,53,0,5.0,5
One year,No,Mailed check,20.35,895.4,No,No,No,No,No,No,Female,0,Yes,No,No,1,phone,1341,3,4,0.0,0
Month-to-month,Yes,Electronic check,98.75,1777.5,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,549,18,0,0.0,4
Month-to-month,Yes,Electronic check,71.05,497.35,No,No,No,No,No,No,Female,0,No,Yes,No,0,combo_optic,215,7,0,0.0,0
Month-to-month,Yes,Electronic check,30.75,92.25,No,Yes,No,No,No,No,Female,1,Yes,No,No,0,internet_dsl,92,3,0,0.0,1
Two year,No,Credit card (automatic),25.65,1723.68,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,phone,1949,2,8,4.99,1
Two year,No,Credit card (automatic),85.5,4360.5,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0,combo_dsl,1553,2,21,0.0,6
Month-to-month,No,Bank transfer (automatic),69.75,139.5,No,No,No,No,No,No,Male,0,No,Yes,No,0,combo_optic,62,2,0,0.0,0
One year,Yes,Credit card (automatic),20.35,1516.48,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,2102,5,3,8.01,0
Month-to-month,Yes,Mailed check,69.1,152.02,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,62,2,0,10.0,0
Two year,No,Bank transfer (automatic),20.4,775.2,No,No,No,No,No,No,Male,0,Yes,No,No,0,phone,1157,1,10,0.0,0
Month-to-month,Yes,Mailed check,19.6,124.66,No,No,No,No,No,No,Female,0,No,No,No,0,phone,184,6,0,6.02,0
Two year,Yes,Credit card (automatic),75.85,151.7,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,1,combo_dsl,61,0,22,0.0,5
One year,No,Credit card (automatic),80.0,5040.0,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0,combo_dsl,1918,5,9,0.0,6
Month-to-month,Yes,Electronic check,54.55,600.05,No,Yes,No,Yes,No,No,Male,1,No,Yes,No,0,combo_dsl,337,11,0,0.0,2
Two year,Yes,Mailed check,19.7,472.8,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,730,1,0,0.0,0
Two year,No,Bank transfer (automatic),105.5,7596.0,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0,combo_optic,2191,3,0,0.0,5
One year,Yes,Credit card (automatic),105.1,7324.42,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0,combo_optic,2102,5,3,1.0,6
One year,Yes,Credit card (automatic),99.8,4790.4,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,1461,4,0,0.0,4
Month-to-month,Yes,Electronic check,76.65,1641.84,No,No,Yes,No,No,No,Male,0,No,No,No,0,combo_optic,641,21,0,2.0,1
Two year,No,Mailed check,25.1,451.8,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,549,0,6,0.0,1
Two year,No,Credit card (automatic),19.55,234.4,No,No,No,No,No,No,Male,0,No,No,No,0,phone,337,0,13,9.0,0
One year,No,Bank transfer (automatic),51.0,2501.55,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,0,internet_dsl,1371,3,3,9.0,4
Month-to-month,Yes,Electronic check,95.05,4752.5,No,Yes,No,Yes,Yes,No,Female,1,No,No,Yes,0,combo_optic,1523,50,0,0.0,4
Two year,Yes,Bank transfer (automatic),101.05,6657.17,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1857,2,11,8.0,4
One year,Yes,Bank transfer (automatic),74.25,4380.75,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,1,combo_optic,1795,4,1,0.0,1
Month-to-month,No,Credit card (automatic),54.55,2291.1,Yes,No,Yes,No,No,No,Female,0,No,No,No,0,combo_dsl,1279,42,0,0.0,2
Two year,No,Credit card (automatic),19.4,1120.35,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1676,2,17,5.0,0
Month-to-month,Yes,Bank transfer (automatic),19.25,19.83,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,3.01,0
One year,Yes,Electronic check,54.4,3736.19,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0,internet_dsl,2071,5,4,0.99,4
Two year,No,Mailed check,20.35,20.76,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,31,0,23,2.01,0
Month-to-month,Yes,Mailed check,49.8,846.6,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0,internet_dsl,518,17,0,0.0,3
Month-to-month,Yes,Electronic check,51.1,781.83,No,No,No,No,No,No,Female,0,Yes,No,Yes,0,combo_dsl,457,15,0,2.0,1
Month-to-month,No,Electronic check,64.4,1911.39,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,853,28,0,5.99,3
Month-to-month,Yes,Electronic check,105.8,3051.27,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,853,28,0,3.0,5
Two year,No,Mailed check,19.6,784.0,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1218,1,8,0.0,0
Month-to-month,No,Credit card (automatic),108.25,7160.74,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1918,63,0,5.0,6
Month-to-month,No,Electronic check,89.85,1527.45,No,Yes,No,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,518,17,0,0.0,3
One year,No,Mailed check,105.95,1964.31,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,549,1,6,3.0,5
Month-to-month,Yes,Credit card (automatic),55.0,2549.25,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,1,combo_dsl,1371,45,0,3.0,2
Two year,Yes,Electronic check,100.45,3917.55,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0,combo_optic,1187,1,9,0.0,4
Two year,No,Mailed check,39.4,1910.11,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0,internet_dsl,1461,2,0,0.99,3
Month-to-month,Yes,Mailed check,53.9,916.3,No,Yes,No,Yes,No,No,Female,0,No,No,No,0,combo_dsl,518,17,0,0.0,2
One year,Yes,Mailed check,77.55,3685.18,No,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,0,combo_dsl,1340,3,4,7.99,4
Month-to-month,Yes,Mailed check,70.65,308.03,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,combo_optic,123,4,0,9.0,0
One year,Yes,Credit card (automatic),53.65,3701.85,Yes,Yes,No,No,No,No,Male,0,Yes,No,No,0,combo_dsl,2102,5,3,0.0,2
Month-to-month,No,Mailed check,43.8,1827.77,No,No,No,No,No,No,Female,1,No,No,No,1,combo_dsl,1186,39,0,7.01,0
One year,No,Bank transfer (automatic),24.6,649.44,No,No,No,No,No,No,Female,0,No,No,Yes,0,phone,730,2,0,10.0,1
Two year,No,Bank transfer (automatic),23.95,1700.45,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,phone,2163,2,1,0.0,1
One year,Yes,Bank transfer (automatic),98.45,6305.72,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0,combo_optic,1857,5,11,5.0,4
One year,No,Mailed check,20.1,361.8,No,No,No,No,No,No,Female,0,No,No,No,0,phone,549,1,6,0.0,0
Month-to-month,Yes,Electronic check,53.8,1568.81,No,Yes,No,Yes,No,No,Male,0,Yes,No,No,0,combo_dsl,822,27,0,7.99,2
One year,Yes,Electronic check,111.45,7560.77,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1949,5,8,6.0,6
Month-to-month,No,Mailed check,19.85,20.45,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,3.02,0
One year,Yes,Credit card (automatic),84.15,1430.55,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_dsl,517,1,7,0.0,6
One year,No,Bank transfer (automatic),70.25,2107.5,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,No,0,combo_dsl,914,2,6,0.0,4
Two year,No,Credit card (automatic),53.35,3040.95,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,internet_dsl,1737,2,15,0.0,4
Month-to-month,No,Mailed check,24.8,421.6,No,No,No,No,No,No,Female,0,No,No,Yes,0,phone,518,17,0,0.0,1
One year,No,Credit card (automatic),87.55,2741.19,No,No,No,No,Yes,Yes,Female,0,No,No,No,1,combo_optic,943,2,5,1.01,2
Month-to-month,No,Bank transfer (automatic),29.85,197.01,No,No,No,Yes,No,No,Male,0,No,No,No,0,internet_dsl,184,6,0,10.02,1
Month-to-month,Yes,Electronic check,85.7,428.5,No,No,No,No,No,Yes,Female,0,No,No,Yes,0,combo_optic,153,5,0,0.0,2
One year,No,Bank transfer (automatic),94.15,5818.47,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0,combo_optic,1826,5,0,3.0,4
Two year,Yes,Credit card (automatic),108.75,7112.25,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,1826,2,0,9.0,6
One year,Yes,Electronic check,39.1,1290.3,No,Yes,No,No,Yes,No,Male,0,No,No,No,0,internet_dsl,1006,2,3,0.0,2
One year,No,Mailed check,70.6,2682.8,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,0,combo_dsl,1157,3,10,0.0,4
Month-to-month,No,Electronic check,19.75,21.53,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,9.01,0
Month-to-month,Yes,Electronic check,74.95,299.8,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,123,4,0,0.0,1
Month-to-month,No,Electronic check,20.4,326.4,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,488,16,0,0.0,0
Two year,Yes,Bank transfer (automatic),109.75,7902.0,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,2191,3,0,0.0,6
Month-to-month,Yes,Credit card (automatic),74.55,3331.64,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0,combo_dsl,1248,41,0,9.0,5
Two year,No,Electronic check,109.3,7175.55,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1979,2,7,1.0,6
Two year,No,Bank transfer (automatic),19.55,1492.06,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,2191,3,0,5.98,0
Two year,Yes,Bank transfer (automatic),20.05,1343.35,No,No,No,No,No,No,Female,1,Yes,No,No,0,phone,2041,2,5,0.0,0
One year,Yes,Bank transfer (automatic),106.65,5696.18,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0,combo_optic,1492,4,11,9.0,5
Month-to-month,Yes,Credit card (automatic),88.8,1720.94,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,0,combo_optic,580,19,0,2.0,4
Month-to-month,Yes,Bank transfer (automatic),85.4,3501.4,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,1,combo_optic,1249,41,0,0.0,3
Month-to-month,No,Electronic check,25.4,987.55,No,No,No,No,No,No,Male,0,Yes,No,Yes,1,phone,1095,36,0,7.99,1
Two year,No,Bank transfer (automatic),69.7,3878.81,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,1614,2,19,5.01,4
Month-to-month,No,Bank transfer (automatic),90.15,2253.75,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,1,combo_optic,760,25,0,0.0,3
Month-to-month,Yes,Electronic check,89.2,1030.26,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,0,combo_optic,337,11,0,5.0,3
One year,Yes,Electronic check,90.45,2532.6,No,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,853,2,8,0.0,3
One year,No,Bank transfer (automatic),64.15,1814.16,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,1,combo_dsl,853,2,8,1.0,4
One year,No,Credit card (automatic),20.25,384.75,No,No,No,No,No,No,Female,0,No,No,No,0,phone,580,1,5,0.0,0
One year,Yes,Mailed check,19.45,58.35,No,No,No,No,No,No,Male,0,No,No,No,0,phone,92,0,9,0.0,0
One year,No,Bank transfer (automatic),60.0,1380.0,No,No,No,Yes,Yes,No,Female,0,Yes,No,No,0,combo_dsl,702,1,1,0.0,2
Month-to-month,Yes,Electronic check,79.95,1039.35,No,No,No,No,Yes,No,Male,0,Yes,No,No,0,combo_optic,396,13,0,0.0,1
Two year,Yes,Credit card (automatic),89.4,5632.2,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,1918,2,9,0.0,7
Month-to-month,Yes,Credit card (automatic),83.9,1832.38,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,1,combo_optic,638,21,0,4.0,3
Two year,Yes,Mailed check,62.15,3791.15,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0,internet_dsl,1857,2,11,0.0,5
Month-to-month,No,Credit card (automatic),95.0,2565.0,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,822,27,0,0.0,3
Month-to-month,No,Bank transfer (automatic),19.65,19.65,No,No,No,No,No,No,Male,0,No,No,No,0,phone,31,1,0,0.0,0
Month-to-month,Yes,Electronic check,91.1,1366.5,No,No,No,No,Yes,Yes,Male,0,No,No,No,0,combo_optic,457,15,0,0.0,2
Month-to-month,No,Electronic check,73.6,809.6,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,337,11,0,0.0,1
Month-to-month,Yes,Electronic check,74.45,327.58,No,No,No,No,No,No,Female,1,No,No,Yes,0,combo_optic,123,4,0,10.01,1
Month-to-month,No,Electronic check,85.2,681.6,No,No,No,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,245,8,0,0.0,2
Month-to-month,No,Bank transfer (automatic),54.2,650.4,Yes,No,No,Yes,No,No,Female,0,Yes,No,No,0,combo_dsl,365,12,0,0.0,2
Month-to-month,Yes,Mailed check,59.5,523.6,No,No,No,Yes,Yes,No,Female,0,No,No,No,0,combo_dsl,245,8,0,10.0,2
Two year,No,Bank transfer (automatic),80.3,2620.99,Yes,No,Yes,No,No,No,Female,0,Yes,No,No,1,combo_optic,976,1,16,2.0,2
Two year,No,Mailed check,23.05,1270.52,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,1584,2,20,5.99,1
One year,Yes,Credit card (automatic),48.35,1257.1,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,combo_dsl,792,2,10,0.0,1
Month-to-month,Yes,Electronic check,49.6,1021.76,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,0,combo_dsl,610,20,0,3.0,1
Two year,Yes,Mailed check,56.4,2256.0,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,1,internet_dsl,1218,1,8,0.0,5
Month-to-month,Yes,Mailed check,86.05,263.31,Yes,No,No,No,No,Yes,Male,0,No,No,No,0,combo_optic,92,3,0,2.0,2
Month-to-month,Yes,Bank transfer (automatic),49.65,425.0,No,No,No,Yes,No,No,Female,0,No,No,No,0,combo_dsl,245,8,0,6.99,1
Two year,No,Mailed check,20.55,230.57,No,No,No,No,No,No,Male,0,Yes,No,No,1,phone,336,0,13,2.0,0
Month-to-month,Yes,Bank transfer (automatic),89.9,3685.9,No,Yes,No,No,Yes,No,Male,0,No,No,Yes,1,combo_optic,1246,41,0,0.0,3
Month-to-month,No,Mailed check,48.25,202.65,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,No,0,internet_dsl,123,4,0,4.99,4
Month-to-month,Yes,Credit card (automatic),108.45,4880.25,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0,combo_optic,1371,45,0,0.0,6
Month-to-month,Yes,Electronic check,75.5,1887.5,No,Yes,No,No,No,No,Male,0,Yes,Yes,No,0,combo_optic,761,25,0,0.0,1
One year,Yes,Bank transfer (automatic),100.55,4539.83,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,0,combo_optic,1310,3,5,5.0,4
Month-to-month,No,Mailed check,19.0,296.4,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,457,15,0,4.0,0
Month-to-month,Yes,Electronic check,76.85,691.65,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,276,9,0,0.0,1
Two year,Yes,Mailed check,65.1,4197.65,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,0,combo_dsl,1888,2,10,3.99,3
Month-to-month,Yes,Bank transfer (automatic),20.4,832.32,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1218,40,0,2.01,0
Month-to-month,No,Mailed check,26.35,167.59,No,No,No,No,No,No,Male,0,No,Yes,Yes,0,phone,184,6,0,6.0,1
Two year,No,Mailed check,20.05,417.04,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,610,0,4,3.99,0
Month-to-month,Yes,Electronic check,78.75,1260.0,No,No,No,No,No,Yes,Male,1,No,No,No,0,combo_optic,488,16,0,0.0,1
One year,No,Electronic check,19.8,158.4,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,245,0,4,0.0,0
Month-to-month,Yes,Mailed check,49.6,216.26,No,Yes,No,No,No,No,Female,0,No,No,No,0,combo_dsl,123,4,0,8.99,1
Two year,Yes,Bank transfer (automatic),91.15,6956.57,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_dsl,2191,3,0,6.0,7
Month-to-month,No,Credit card (automatic),105.95,5721.3,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_optic,1645,54,0,0.0,5
Month-to-month,No,Mailed check,75.3,1739.43,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,641,21,0,10.0,1
One year,Yes,Electronic check,115.0,5747.7,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1492,4,11,2.0,7
Month-to-month,Yes,Mailed check,65.25,195.75,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,0,combo_dsl,92,3,0,0.0,3
Two year,Yes,Bank transfer (automatic),19.15,1110.7,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1767,2,14,0.0,0
Month-to-month,No,Credit card (automatic),90.45,1537.65,No,No,No,No,Yes,Yes,Male,1,No,No,No,0,combo_optic,518,17,0,0.0,2
Month-to-month,Yes,Mailed check,19.55,362.46,No,No,No,No,No,No,Female,0,No,No,No,0,phone,549,18,0,3.02,0
Two year,Yes,Mailed check,26.1,1748.7,No,No,No,No,No,No,Female,0,No,No,Yes,0,phone,2041,2,5,0.0,1
Month-to-month,Yes,Mailed check,20.1,82.01,No,No,No,No,No,No,Male,0,No,No,No,0,phone,123,4,0,1.99,0
Two year,No,Bank transfer (automatic),25.45,1676.65,No,No,No,No,No,No,Male,0,Yes,No,Yes,0,phone,1857,2,11,8.02,1
Two year,No,Mailed check,19.65,1021.8,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1584,2,20,0.0,0
Two year,No,Mailed check,20.4,204.0,No,No,No,No,No,No,Female,0,Yes,No,No,1,phone,304,0,14,0.0,0
Month-to-month,No,Mailed check,50.2,2288.12,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0,combo_dsl,1310,43,0,6.0,1
Two year,No,Mailed check,24.8,1289.6,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,1584,2,20,0.0,1
Month-to-month,Yes,Mailed check,54.4,217.6,No,Yes,No,No,No,No,Male,0,No,No,Yes,0,combo_dsl,123,4,0,0.0,2
Month-to-month,Yes,Electronic check,80.25,343.47,Yes,No,No,No,No,No,Female,1,No,No,Yes,0,combo_optic,123,4,0,7.0,2
Month-to-month,Yes,Electronic check,99.95,3562.22,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,0,combo_optic,1006,33,0,8.0,4
Month-to-month,No,Mailed check,19.45,100.17,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,153,5,0,2.98,0
One year,Yes,Bank transfer (automatic),110.5,2983.5,Yes,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,0,combo_optic,822,2,9,0.0,6
Month-to-month,No,Electronic check,54.3,351.86,No,No,No,No,No,Yes,Male,0,No,No,No,0,combo_dsl,184,6,0,7.99,1
Month-to-month,Yes,Bank transfer (automatic),34.65,796.95,No,No,No,No,No,Yes,Male,1,No,No,No,0,internet_dsl,702,23,0,0.0,1
Month-to-month,Yes,Bank transfer (automatic),75.75,999.9,No,No,Yes,No,No,No,Female,0,Yes,No,No,0,combo_optic,365,12,0,9.99,1
Month-to-month,Yes,Electronic check,96.8,4356.0,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1,combo_optic,1371,45,0,0.0,3
One year,Yes,Credit card (automatic),56.3,3034.57,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,No,0,internet_dsl,1492,4,11,10.0,4
Two year,Yes,Bank transfer (automatic),80.45,5711.95,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_dsl,2163,2,1,0.0,5
One year,No,Credit card (automatic),66.4,2316.03,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,No,1,combo_dsl,976,2,4,9.01,4
One year,Yes,Credit card (automatic),96.55,4441.3,Yes,Yes,No,No,No,Yes,Female,1,Yes,No,Yes,1,combo_optic,1399,3,2,0.0,4
Two year,Yes,Mailed check,81.3,5203.2,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0,combo_dsl,1949,2,8,0.0,6
Two year,No,Bank transfer (automatic),66.85,4813.2,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0,combo_dsl,2191,3,0,0.0,4
Month-to-month,Yes,Credit card (automatic),85.35,1450.95,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,0,combo_optic,518,17,0,0.0,2
One year,No,Bank transfer (automatic),20.0,880.0,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1340,3,4,0.0,0
Two year,No,Mailed check,19.7,596.91,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,914,1,18,1.02,0
Month-to-month,Yes,Electronic check,43.65,445.23,No,No,Yes,Yes,No,Yes,Male,1,No,No,No,1,internet_dsl,304,10,0,1.99,3
Two year,Yes,Credit card (automatic),53.85,2247.16,No,No,No,Yes,No,No,Male,0,No,No,Yes,0,combo_dsl,1187,1,9,7.0,2
One year,No,Mailed check,19.65,294.75,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,457,1,9,0.0,0
Month-to-month,Yes,Electronic check,88.85,570.42,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,184,6,0,7.0,3
One year,Yes,Credit card (automatic),44.05,3083.5,No,Yes,Yes,No,Yes,No,Male,1,No,No,No,0,internet_dsl,2132,5,2,0.0,3
Month-to-month,No,Electronic check,79.9,174.18,No,No,No,No,No,Yes,Male,0,No,No,No,0,combo_optic,62,2,0,9.0,1
Two year,Yes,Credit card (automatic),110.6,8361.36,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,2191,3,0,5.0,6
Two year,Yes,Mailed check,20.7,373.01,No,No,No,No,No,No,Female,0,Yes,Yes,No,1,phone,515,0,7,5.99,0
One year,No,Mailed check,21.1,797.58,No,No,No,No,No,No,Female,0,No,No,No,0,phone,1067,2,1,8.01,0
One year,Yes,Credit card (automatic),107.15,7286.2,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,0,combo_optic,2071,5,4,0.0,5
Two year,Yes,Electronic check,84.8,6020.8,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0,combo_optic,2163,2,1,0.0,3
Two year,No,Bank transfer (automatic),24.7,1850.03,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,2132,2,2,7.0,1
One year,Yes,Credit card (automatic),55.35,1653.3,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0,internet_dsl,883,2,7,3.0,5
Two year,No,Bank transfer (automatic),19.35,1379.27,No,No,No,No,No,No,Male,0,No,No,No,0,phone,2010,2,6,8.01,0
Month-to-month,No,Electronic check,89.95,1799.0,No,No,No,No,Yes,Yes,Male,1,No,No,No,0,combo_optic,610,20,0,0.0,2
Two year,Yes,Credit card (automatic),69.05,4101.57,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,1676,2,17,7.99,0
